5S_rRNA
CXCR3
CXXC1P1
CXorf38
CXorf49
CXorf49B
CXorf51A
CXorf51B
CXorf58
CXorf65
CXorf66
CYBB
CYCSP43
CYCSP44
CYCSP45
CYLC1
CYSLTR1
CYTH1P1
DACH2
DANT1
DANT2
DCAF12L1
DCAF12L2
DCAF8L1
DCAF8L2
DCX
DDX11L16
DDX3P1
DDX3P2
DDX3X
DDX53
DENND10P1
DGAT2L6
DGKK
DHRSX
DHRSX-IT1
DIAPH2
DIAPH2-AS1
DIPK2B
DKC1
DLG3
DLG3-AS1
DLGAP5P2
DMD
DMD-AS3
DMRTC1
DMRTC1B
DNAAF6
DNAJA1P3
DNASE1L1
DOCK11
DPH3P2
DPPA3P1
DPRXP6
DPRXP7
DRAXINP1
DRP2
DUSP21
DUSP9
DUTP4
DYNLT3
E2F6P4
EBP
ECMXP
EDA
EDA2R
EEDP1
EEF1A1P15
EEF1A1P29
EEF1A1P30
EEF1A1P31
EEF1A1P40
EEF1B2P3
EEF1GP5
EFHC2
EFNB1
EGFL6
EIF1AX
EIF1AX-AS1
EIF2S3
EIF3JP1
EIF3MP1
EIF4A1P10
EIF4A2P4
EIF4BP7
EIF4BP9
EIF5P1
EIF5P2
ELF2P1
ELF4
ELK1
ELL2P4
ELOCP24
EMD
ENOX2
ENSG00000169164
ENSG00000179028
ENSG00000182776
ENSG00000183171
ENSG00000186678
ENSG00000189372
ENSG00000196395
ENSG00000200422
ENSG00000200620
ENSG00000201407
ENSG00000201467
ENSG00000201592
ENSG00000201660
ENSG00000201666
ENSG00000201882
ENSG00000202183
ENSG00000202231
ENSG00000203262
ENSG00000203402
ENSG00000204368
ENSG00000204620
ENSG00000206062
ENSG00000207100
ENSG00000212347
ENSG00000212663
ENSG00000214071
ENSG00000214748
ENSG00000214915
ENSG00000215310
ENSG00000223377
ENSG00000223438
ENSG00000223486
ENSG00000223742
ENSG00000223753
ENSG00000223809
ENSG00000223958
ENSG00000224054
ENSG00000224069
ENSG00000224216
ENSG00000224523
ENSG00000224548
ENSG00000224556
ENSG00000224610
ENSG00000224617
ENSG00000224630
ENSG00000224692
ENSG00000224735
ENSG00000224799
ENSG00000224931
ENSG00000225012
ENSG00000225046
ENSG00000225055
ENSG00000225384
ENSG00000225393
ENSG00000225397
ENSG00000225469
ENSG00000225660
ENSG00000225689
ENSG00000225925
ENSG00000225949
ENSG00000225957
ENSG00000225970
ENSG00000226010
ENSG00000226110
ENSG00000226141
ENSG00000226199
ENSG00000226241
ENSG00000226280
ENSG00000226310
ENSG00000226484
ENSG00000226515
ENSG00000226530
ENSG00000226532
ENSG00000226661
ENSG00000226679
ENSG00000226820
ENSG00000226854
ENSG00000226867
ENSG00000226870
ENSG00000226971
ENSG00000227042
ENSG00000227058
ENSG00000227083
ENSG00000227303
ENSG00000227329
ENSG00000227393
ENSG00000227486
ENSG00000227493
ENSG00000227511
ENSG00000228160
ENSG00000228343
ENSG00000228345
ENSG00000228354
ENSG00000228427
ENSG00000228464
ENSG00000228543
ENSG00000228550
ENSG00000228572
ENSG00000228771
ENSG00000228780
ENSG00000228827
ENSG00000228833
ENSG00000228855
ENSG00000228922
ENSG00000228933
ENSG00000229012
ENSG00000229015
ENSG00000229030
ENSG00000229090
ENSG00000229151
ENSG00000229269
ENSG00000229322
ENSG00000229347
ENSG00000229491
ENSG00000229594
ENSG00000229601
ENSG00000229662
ENSG00000229731
ENSG00000229733
ENSG00000229826
ENSG00000229885
ENSG00000229939
ENSG00000229968
ENSG00000230100
ENSG00000230105
ENSG00000230159
ENSG00000230187
ENSG00000230241
ENSG00000230392
ENSG00000230478
ENSG00000230502
ENSG00000230668
ENSG00000230707
ENSG00000230781
ENSG00000230926
ENSG00000230934
ENSG00000230973
ENSG00000231011
ENSG00000231069
ENSG00000231110
ENSG00000231447
ENSG00000231489
ENSG00000231590
ENSG00000231593
ENSG00000231600
ENSG00000231603
ENSG00000231694
ENSG00000231772
ENSG00000231830
ENSG00000231875
ENSG00000231937
ENSG00000231963
ENSG00000232009
ENSG00000232042
ENSG00000232068
ENSG00000232111
ENSG00000232155
ENSG00000232183
ENSG00000232249
ENSG00000232446
ENSG00000232576
ENSG00000232582
ENSG00000232599
ENSG00000232611
ENSG00000232644
ENSG00000232765
ENSG00000232828
ENSG00000232834
ENSG00000233103
ENSG00000233139
ENSG00000233145
ENSG00000233250
ENSG00000233403
ENSG00000233484
ENSG00000233535
ENSG00000233571
ENSG00000233663
ENSG00000233710
ENSG00000233785
ENSG00000233887
ENSG00000233928
ENSG00000234019
ENSG00000234050
ENSG00000234200
ENSG00000234391
ENSG00000234405
ENSG00000234442
ENSG00000234448
ENSG00000234613
ENSG00000234622
ENSG00000234712
ENSG00000234748
ENSG00000234780
ENSG00000234792
ENSG00000235071
ENSG00000235189
ENSG00000235190
ENSG00000235196
ENSG00000235219
ENSG00000235224
ENSG00000235274
ENSG00000235329
ENSG00000235350
ENSG00000235461
ENSG00000235510
ENSG00000235592
ENSG00000235685
ENSG00000235729
ENSG00000235806
ENSG00000235813
ENSG00000235834
ENSG00000235991
ENSG00000236042
ENSG00000236064
ENSG00000236120
ENSG00000236160
ENSG00000236190
ENSG00000236205
ENSG00000236393
ENSG00000236413
ENSG00000236487
ENSG00000236491
ENSG00000236513
ENSG00000236571
ENSG00000236576
ENSG00000237019
ENSG00000237171
ENSG00000237182
ENSG00000237208
ENSG00000237265
ENSG00000237311
ENSG00000237319
ENSG00000237345
ENSG00000237531
ENSG00000237539
ENSG00000237717
ENSG00000237741
ENSG00000237875
ENSG00000237903
ENSG00000237926
ENSG00000237971
ENSG00000237994
ENSG00000238039
ENSG00000238049
ENSG00000238066
ENSG00000238178
ENSG00000238223
ENSG00000238485
ENSG00000238764
ENSG00000239008
ENSG00000239080
ENSG00000239182
ENSG00000239407
ENSG00000240143
ENSG00000241207
ENSG00000241489
ENSG00000241607
ENSG00000241886
ENSG00000242021
ENSG00000242186
ENSG00000250084
ENSG00000250349
ENSG00000250625
ENSG00000252016
ENSG00000252050
ENSG00000252170
ENSG00000252291
ENSG00000252296
ENSG00000252441
ENSG00000252693
ENSG00000252719
ENSG00000259977
ENSG00000260118
ENSG00000260585
ENSG00000260683
ENSG00000261030
ENSG00000261101
ENSG00000261435
ENSG00000266560
ENSG00000269475
ENSG00000269833
ENSG00000269902
ENSG00000269993
ENSG00000270012
ENSG00000270050
ENSG00000270052
ENSG00000270251
ENSG00000270397
ENSG00000270413
ENSG00000270456
ENSG00000270493
ENSG00000270497
ENSG00000270583
ENSG00000270619
ENSG00000270646
ENSG00000270678
ENSG00000270726
ENSG00000270736
ENSG00000270745
ENSG00000270771
ENSG00000270794
ENSG00000271021
ENSG00000271041
ENSG00000271088
ENSG00000271094
ENSG00000271136
ENSG00000271154
ENSG00000271157
ENSG00000271175
ENSG00000271199
ENSG00000271205
ENSG00000271211
ENSG00000271322
ENSG00000271339
ENSG00000271346
ENSG00000271421
ENSG00000271457
ENSG00000271502
ENSG00000271519
ENSG00000271533
ENSG00000271589
ENSG00000271660
ENSG00000271677
ENSG00000271693
ENSG00000273704
ENSG00000273746
ENSG00000273773
ENSG00000273800
ENSG00000273877
ENSG00000273974
ENSG00000273988
ENSG00000274022
ENSG00000274024
ENSG00000274086
ENSG00000274398
ENSG00000274430
ENSG00000274579
ENSG00000274601
ENSG00000274631
ENSG00000274655
ENSG00000274901
ENSG00000274923
ENSG00000275110
ENSG00000275254
ENSG00000275314
ENSG00000275320
ENSG00000275387
ENSG00000275508
ENSG00000275625
ENSG00000275681
ENSG00000276205
ENSG00000276298
ENSG00000276391
ENSG00000276467
ENSG00000276474
ENSG00000276689
ENSG00000276784
ENSG00000276892
ENSG00000276897
ENSG00000276929
ENSG00000277289
ENSG00000277492
ENSG00000277499
ENSG00000277516
ENSG00000277535
ENSG00000277577
ENSG00000277673
ENSG00000277876
ENSG00000277922
ENSG00000278039
ENSG00000278160
ENSG00000278218
ENSG00000278283
ENSG00000278319
ENSG00000278358
ENSG00000278421
ENSG00000278646
ENSG00000279155
ENSG00000279413
ENSG00000279422
ENSG00000279437
ENSG00000279528
ENSG00000279585
ENSG00000279587
ENSG00000279601
ENSG00000279682
ENSG00000279750
ENSG00000279894
ENSG00000280116
ENSG00000280142
ENSG00000280195
ENSG00000280223
ENSG00000280249
ENSG00000280275
ENSG00000280375
ENSG00000280767
ENSG00000281091
ENSG00000281566
ENSG00000281849
ENSG00000281941
ENSG00000281955
ENSG00000282222
ENSG00000282299
ENSG00000282300
ENSG00000282306
ENSG00000282358
ENSG00000282501
ENSG00000282668
ENSG00000282697
ENSG00000282840
ENSG00000282914
ENSG00000283178
ENSG00000283380
ENSG00000283400
ENSG00000283446
ENSG00000283546
ENSG00000283599
ENSG00000283631
ENSG00000283638
ENSG00000283692
ENSG00000283737
ENSG00000283743
ENSG00000284377
ENSG00000284391
ENSG00000284618
ENSG00000284800
ENSG00000284987
ENSG00000284994
ENSG00000285018
ENSG00000285171
ENSG00000285547
ENSG00000285602
ENSG00000285679
ENSG00000285709
ENSG00000285756
ENSG00000285896
ENSG00000285899
ENSG00000285900
ENSG00000286000
ENSG00000286031
ENSG00000286060
ENSG00000286072
ENSG00000286077
ENSG00000286085
ENSG00000286118
ENSG00000286163
ENSG00000286181
ENSG00000286268
ENSG00000286306
ENSG00000286327
ENSG00000286366
ENSG00000286431
ENSG00000286475
ENSG00000286523
ENSG00000286650
ENSG00000286724
ENSG00000286767
ENSG00000286794
ENSG00000286846
ENSG00000286939
ENSG00000286964
ENSG00000286977
ENSG00000287017
ENSG00000287024
ENSG00000287098
ENSG00000287160
ENSG00000287171
ENSG00000287215
ENSG00000287223
ENSG00000287370
ENSG00000287379
ENSG00000287394
ENSG00000287549
ENSG00000287585
ENSG00000287619
ENSG00000287685
ENSG00000287700
ENSG00000287729
ENSG00000287757
ENSG00000287767
ENSG00000287776
ENSG00000287796
ENSG00000287806
ENSG00000287918
ENSG00000288053
ENSG00000288059
ENSG00000288098
ENSG00000288258
ENSG00000288595
ENSG00000288597
ENSG00000288661
ENSG00000288680
ENSG00000288706
ENSG00000288739
ENSG00000288759
ENSG00000288783
ENSG00000288817
ENSG00000288832
ENSG00000288856
ENSG00000288908
ENSG00000288980
ENSG00000289007
ENSG00000289038
ENSG00000289068
ENSG00000289084
ENSG00000289122
ENSG00000289127
ENSG00000289132
ENSG00000289215
ENSG00000289237
ENSG00000289245
ENSG00000289287
ENSG00000289365
ENSG00000289449
ENSG00000289472
ENSG00000289479
ENSG00000289570
ENSG00000289575
ENSG00000289591
ENSG00000289596
ENSG00000289620
ENSG00000289708
ENSG00000289864
ENSG00000289870
ENSG00000289890
ENSG00000289923
ENSG00000289959
ENSG00000290162
ENSG00000290163
ENSG00000290164
ENSG00000290165
EOLA1
EOLA1-DT
EOLA2
EOLA2-DT
ERAS
ERCC6L
ESX1
ETDA
ETDB
ETDC
ETF1P3
ETS2P1
EZHIP
F8
F8A1
F8A2
F8A3
F9
FAAH2
FABP5P13
FABP5P15
FAM104B
FAM120C
FAM133A
FAM136GP
FAM156A
FAM156B
FAM199X
FAM223A
FAM223B
FAM226B
FAM236A
FAM236B
FAM236C
FAM236D
FAM3A
FAM3C2P
FAM47A
FAM47B
FAM47C
FAM47DP
FAM50A
FAM9A
FAM9B
FAM9C
FAM9CP1
FANCB
FATE1
FBLIM1P1
FCF1P4
FCF1P9
FDPSP5
FERP1
FGD1
FGF13
FGF13-AS1
FGF16
FHL1
FIRRE
FLNA
FMN2P1
FMR1
FMR1-AS1
FMR1-IT1
FMR1NB
FNDC3CP
FOXN3P1
FOXN3P2
FOXO4
FOXP3
FOXR2
FRMD7
FRMD8P1
FRMPD3
FRMPD3-AS1
FRMPD4
FRMPD4-AS1
FSIP2LP
FTH1P14
FTH1P19
FTH1P27
FTH1P8
FTHL17
FTHL18P
FTLP16
FTLP2
FTSJ1
FTX
FUNDC1
FUNDC2
FXYD6P3
G6PD
GAB3
GABRA3
GABRE
GABRQ
GAGE1
GAGE10
GAGE12B
GAGE12C
GAGE12D
GAGE12E
GAGE12F
GAGE12G
GAGE12H
GAGE12J
GAGE13
GAGE2A
GAGE2E
GAPDHP1
GAPDHP65
GAPDHP67
GAPDHP77
GATA1
GCNA
GDI1
GDPD2
GEMIN7P1
GEMIN8
GEMIN8P3
GJA6P
GJB1
GK
GK-AS1
GK-IT1
GK4P
GLA
GLOD5
GLRA2
GLRA4
GLRX5P1
GLUD1P9
GLUD2
GNG5P2
GNL3L
GOT2P6
GOT2P7
GPC3
GPC3-AS1
GPC4
GPKOW
GPM6B
GPR101
GPR119
GPR143
GPR173
GPR174
GPR34
GPR50
GPR50-AS1
GPR82
GPRASP1
GPRASP2
GPX1P1
GRIA3
GRIPAP1
GRPEL2P2
GRPR
GS1-594A7.3
GS1-600G8.3
GSPT2
GTF3C6P1
GTF3C6P2
GTPBP6
GUCY2F
GYG2
GYG2-AS1
H2AB1
H2AB2
H2AB3
H2AL1MP
H2AL1Q
H2AL3
H2AP
H2AQ1P
H2BP7
H2BP8
H2BP9
H2BW1
H2BW2
H2BW3P
H3P43
H3P44
H3P45
H3P46
H3P47
HADHBP1
HAUS1P2
HAUS7
HAX1P1
HCCS
HCCS-DT
HCFC1
HCFC1-AS1
HDAC6
HDAC8
HDGFL3P1
HDGFP1
HDX
HEPH
HIKESHIP1
HK2P1
HMGA1P1
HMGB1P12
HMGB1P15
HMGB1P16
HMGB1P32
HMGB3
HMGB3P30
HMGB3P31
HMGN1P33
HMGN1P34
HMGN1P35
HMGN1P37
HMGN2P48
HMGN5
HNRNPA1P25
HNRNPA1P26
HNRNPA1P27
HNRNPA1P28
HNRNPA3P3
HNRNPCP10
HNRNPDLP1
HNRNPDLP3
HNRNPDP1
HNRNPH1P2
HNRNPH2
HNRNPH3P1
HPRT1
HS6ST2
HS6ST2-AS1
HSD17B10
HSFX1
HSFX2
HSFX3
HSFX4
HSPA8P1
HSPA8P20
HSPA8P7
HSPB1P2
HTATSF1
HTR2C
HUWE1
IDH3G
IDS
IDSP1
IGBP1
IGBP1-AS1
IGBP1-AS2
IGSF1
IKBKG
IKBKGP1
IL13RA1
IL13RA2
IL1RAPL1
IL1RAPL2
IL2RG
IL3RA
IL9R
IMPDH1P2
IMPDH1P4
INE1
INE2
INGX
INTS6L
INTS6L-AS1
IPO7P1
IQSEC2
IRAK1
IRS4
IRS4-AS1
ITGB1BP2
ITIH6
ITM2A
ITPK1P1
JADE3
JPX
KANTR
KAT7P1
KCND1
KCNE5
KCTD9P2
KDM5C
KDM5C-IT1
KDM6A
KIAA1210
KIF4A
KIF4CP
KLF8
KLHL13
KLHL15
KLHL34
KLHL4
KPNA4P1
KPNB1P1
KRBOX4
KRT18P11
KRT18P44
KRT18P48
KRT18P49
KRT18P53
KRT18P68
KRT8P14
KRT8P17
KRT8P27
KRT8P6
KRT8P8
L1CAM
L1CAM-AS1
LAGE3
LAMP2
LANCL3
LARP1BP3
LAS1L
LDHBP2
LDOC1
LHFPL1
LIMK2P1
LINC00102
LINC00106
LINC00269
LINC00629
LINC00630
LINC00632
LINC00685
LINC00850
LINC00891
LINC00892
LINC01186
LINC01201
LINC01203
LINC01204
LINC01278
LINC01281
LINC01282
LINC01283
LINC01284
LINC01285
LINC01402
LINC01456
LINC01496
LINC01545
LINC01546
LINC01560
LINC02154
LINC02243
LINC02595
LINC02601
LINC02927
LINC02931
LINC02968
LONRF3
LPAR4
LRCH2
LRRFIP2P1
LUZP4
M6PRP1
MAGEA1
MAGEA10
MAGEA11
MAGEA12
MAGEA13P
MAGEA2
MAGEA2B
MAGEA3
MAGEA4
MAGEA4-AS1
MAGEA5P
MAGEA6
MAGEA6-DT
MAGEA7P
MAGEA8
MAGEA8-AS1
MAGEA9
MAGEA9B
MAGEB1
MAGEB10
MAGEB16
MAGEB17
MAGEB18
MAGEB2
MAGEB3
MAGEB4
MAGEB5
MAGEB6
MAGEB6B
MAGEC1
MAGEC2
MAGEC3
MAGED1
MAGED2
MAGED4
MAGED4B
MAGEE1
MAGEE2
MAGEH1
MAGIX
MAGT1
MAMLD1
MAOA
MAOB
MAP2K4P1
MAP3K15
MAP7D2
MAP7D3
MATR3P1
MBNL3
MBTPS2
MCF2
MCRIP2P1
MCTS1
MDH1P1
MDM4P1
MECP2
MED12
MED14
MED14OS
MED28P4
MEMO1P4
METTL15P3
METTL1P1
MFFP3
MFN1P1
MGAT2P1
MGAT2P2
MID1
MID1IP1
MID1IP1-AS1
MID2
MIR105-1
MIR105-2
MIR106A
MIR1184-1
MIR1184-2
MIR1184-3
MIR1264
MIR1277
MIR1298
MIR1321
MIR1468
MIR1587
MIR188
MIR18B
MIR1911
MIR1912
MIR19B2
MIR20B
MIR2114
MIR221
MIR222
MIR222HG
MIR223
MIR223HG
MIR224
MIR23C
MIR3202-1
MIR3202-2
MIR320D2
MIR325
MIR325HG
MIR361
MIR362
MIR363
MIR3672
MIR3690
MIR374A
MIR374B
MIR374C
MIR384
MIR3915
MIR3937
MIR3978
MIR421
MIR424
MIR4328
MIR4329
MIR4330
MIR448
MIR450A1
MIR450A2
MIR450B
MIR452
MIR4536-1
MIR4536-2
MIR4666B
MIR4767
MIR4768
MIR4769
MIR4770
MIR500A
MIR500B
MIR501
MIR502
MIR503
MIR503HG
MIR504
MIR505
MIR506
MIR507
MIR508
MIR509-1
MIR509-2
MIR509-3
MIR510
MIR513A1
MIR513A2
MIR513B
MIR513C
MIR514A1
MIR514A2
MIR514A3
MIR514B
MIR532
MIR542
MIR545
MIR548AJ2
MIR548AM
MIR548AN
MIR548AX
MIR548F5
MIR548I4
MIR548M
MIR6086
MIR6089
MIR6134
MIR651
MIR652
MIR660
MIR664B
MIR676
MIR6857
MIR6858
MIR6894
MIR6895
MIR718
MIR764
MIR766
MIR767
MIR8088
MIR888
MIR890
MIR891A
MIR891B
MIR892A
MIR892B
MIR892C
MIR92A2
MIR934
MIR98
MIRLET7F2
MKI67P1
MKRN4P
MKRN5P
MMADHCP1
MMGT1
MOB1AP2
MORC4
MORF4L1P5
MORF4L1P6
MORF4L2
MORF4L2-AS1
MOSPD1
MOSPD2
MPC1L
MPP1
MPV17L2P1
MRFAP1P1
MRPL32P1
MRPL32P2
MRPL35P4
MRPS17P9
MRPS18CP7
MRPS22P1
MRRFP1
MSL3
MSN
MTATP6P19
MTCO1P19
MTCO1P52
MTCO1P53
MTCO2P19
MTCO3P19
MTCP1
MTCYBP12
MTCYBP31
MTCYBP32
MTCYBP38
MTFR1P1
MTHFD1P1
MTM1
MTMR1
MTMR8
MTND1P30
MTND1P31
MTND1P32
MTND1P33
MTND2P2
MTND2P24
MTND2P25
MTND2P39
MTND4LP1
MTND4P24
MTND4P31
MTND4P32
MTND5P26
MTND6P12
MTND6P13
MTND6P32
MXRA5
MYCLP1
MYCLP2
Metazoa_SRP
NAA10
NAA20P1
NAB1P1
NALF2
NANOGNBP3
NANOGP10
NANOGP9
NAP1L2
NAP1L3
NAP1L4P2
NAP1L6P
NBDY
NCBP2L
NCKAP1P1
NCLP2
NDP
NDP-AS1
NDUFA1
NDUFA5P7
NDUFB11
NDUFB3P5
NDUFB5P2
NEXMIF
NFYCP1
NHS
NHS-AS1
NHSL2
NICN2P
NKAP
NKAPP1
NKRF
NLGN3
NLGN4X
NLRP2B
NLRP3P1
NLRP7P1
NOLC1P1
NONO
NOX1
NPM1P34
NPM1P49
NPM1P8
NPM1P9
NR0B1
NRK
NSA2P3
NSDHL
NT5DC1P1
NT5DC1P2
NUDT10
NUDT11
NUDT19P2
NUDT19P6
NUP62CL
NUS1P1
NUTF2P7
NXF2
NXF2B
NXF3
NXF4
NXF5
NXT2
NYX
OCRL
OFD1
OGT
OOEPP1
OPHN1
OPN1LW
OPN1MW
OPN1MW2
OPN1MW3
OR11N1P
OR11Q1P
OR13H1
OR13K1P
OR1AA1P
OR2AF1P
OR3B1P
OR5AW1P
OR5BH1P
OR7L1P
ORC1P1
OTC
OTUD5
OTUD6A
P2RY10
P2RY10BP
P2RY4
P2RY8
PA2G4P1
PABIR2
PABIR3
PABPC1L2A
PABPC1L2B
PABPC1L2B-AS1
PABPC1P3
PABPC5
PABPC5-AS1
PABPN1P1
PAFAH1B2P1
PAGE1
PAGE2
PAGE2B
PAGE3
PAGE4
PAGE5
PAICSP7
PAK3
PARD6BP1
PASD1
PBDC1
PCDH11X
PCDH19
PCNAP3
PCNPP4
PCSK1N
PCYT1B
PCYT1B-AS1
PDCL2P1
PDHA1
PDK1P2
PDK3
PDZD11
PDZD4
PFKFB1
PFN5P
PGAM1P7
PGAM4
PGAM4P1
PGBD4P6
PGK1
PGK1P1
PGRMC1
PHB1P10
PHEX
PHEX-AS1
PHF10P1
PHF5FP
PHF6
PHF8
PHKA1
PHKA1-AS1
PHKA2
PHKA2-AS1
PIGA
PIGFP3
PIM2
PIN4
PINCR
PIR
PJA1
PKMP2
PLAC1
PLCE1P1
PLCXD1
PLLPP1
PLP1
PLP2
PLS3
PLS3-AS1
PLXNA3
PLXNB3
PLXNB3-AS1
PNCK
PNKDP1
PNMA3
PNMA5
PNMA6A
PNMA6B
PNMA6E
PNMA6F
PNPLA10P
PNPLA4
POF1B
POLA1
POMPP1
PORCN
PORCN-DT
POU3F4
PPATP2
PPEF1
PPEF1-AS1
PPIAP89
PPIAP90
PPIAP91
PPIHP2
PPP1R11P2
PPP1R2C
PPP1R3F
PPP2R3B
PPP4R3C
PQBP1
PRAF2
PRDX4
PRICKLE3
PRKCIP1
PRKX
PRKX-AS1
PRPF4BP1
PRPS1
PRPS2
PRR32
PRRG1
PRRG3
PRXL2CP1
PSMA1P1
PSMA5P1
PSMA6P2
PSMD10
PTCHD1
PTCHD1-AS
PTP4A1P5
PUDP
PWWP3B
PWWP4
PYY3
QTRT1P1
RAB11FIP1P1
RAB28P5
RAB33A
RAB39B
RAB40A
RAB40AL
RAB41
RAB9A
RAB9B
RAC1P4
RAD21P1
RADX
RAI2
RANBP1P1
RANP4
RAP2C
RAP2C-AS1
RARRES2P3
RBBP7
RBBP8P1
RBM10
RBM22P6
RBM22P7
RBM3
RBM39P1
RBM41
RBMX
RBMX2
RBMX2P2
RBMXL3
RBMXP5
RDXP2
RDXP3
RENBP
REPS2
RGN
RHOG2P
RHOXF1
RHOXF1-AS1
RHOXF1P1
RHOXF1P2
RHOXF1P3
RHOXF2
RHOXF2B
RIBC1
RIPPLY1
RLIM
RN7SKP149
RN7SKP183
RN7SKP189
RN7SKP194
RN7SKP20
RN7SKP267
RN7SKP290
RN7SKP31
RN7SKP81
RN7SL118P
RN7SL144P
RN7SL15P
RN7SL190P
RN7SL191P
RN7SL262P
RN7SL266P
RN7SL291P
RN7SL325P
RN7SL379P
RN7SL388P
RN7SL460P
RN7SL48P
RN7SL578P
RN7SL581P
RN7SL648P
RN7SL658P
RN7SL667P
RN7SL687P
RN7SL697P
RN7SL712P
RN7SL727P
RN7SL732P
RN7SL74P
RN7SL785P
RN7SL790P
RN7SL799P
RN7SL91P
RN7SL93P
RNA5SP498
RNA5SP499
RNA5SP500
RNA5SP501
RNA5SP502
RNA5SP503
RNA5SP504
RNA5SP505
RNA5SP507
RNA5SP508
RNA5SP509
RNA5SP510
RNA5SP511
RNA5SP512
RNA5SP513
RNA5SP514
RNA5SP515
RNA5SP516
RNA5SP517
RNA5SP524
RNA5SP525
RNF113A
RNF128
RNF19BPX
RNU1-112P
RNU1-115P
RNU1-142P
RNU1-56P
RNU1-57P
RNU1-67P
RNU12-2P
RNU2-26P
RNU2-68P
RNU4-44P
RNU4-52P
RNU4-6P
RNU4-81P
RNU5F-7P
RNU6-1015P
RNU6-1044P
RNU6-1056P
RNU6-1078P
RNU6-1087P
RNU6-1124P
RNU6-1130P
RNU6-114P
RNU6-1189P
RNU6-1225P
RNU6-122P
RNU6-1321P
RNU6-1323P
RNU6-133P
RNU6-146P
RNU6-154P
RNU6-202P
RNU6-203P
RNU6-207P
RNU6-245P
RNU6-266P
RNU6-29P
RNU6-309P
RNU6-30P
RNU6-320P
RNU6-330P
RNU6-332P
RNU6-345P
RNU6-382P
RNU6-383P
RNU6-394P
RNU6-3P
RNU6-421P
RNU6-434P
RNU6-493P
RNU6-496P
RNU6-49P
RNU6-504P
RNU6-50P
RNU6-555P
RNU6-562P
RNU6-587P
RNU6-589P
RNU6-591P
RNU6-616P
RNU6-630P
